﻿"account_number";"account_businessno";"booking_date";"num_transaction_type";"prn";"currency_amount";"contra_accountno";"contra_bankcode";"contra_iban";"contra_bic";"contra_name";"contra_txtschl";"contra_txtschl_erg";"value_date";"transaction_description1";"datatextschl_erg";"transaction_currency_code";"currency_amount_in_txn_ccy";"account_currency_code";"country_code";"transaction_description2";"transaction_description3";"transaction_description4";"transaction_description5";"transaction_description6";"transaction_description7";"datatextschl";"leistungsart";"datenherkunft";"account_type_desc";"party_number";"ultimate_creditor";"ultimate_debitor";"transaction_reference_number";"empfaengername";"account_registration_name";"purpose_code_cat";"purpose_code"
"42049";"89651400363";"2021-01-21";"2";12345678;5599.41;"9458186552";"87935901";"DE08879359019458186552";"KSPPDE88MSW";"Reimar Meister MBA.";" ";" ";"2021-01-21";"Aperi";719;"EUR";5599.41;"EUR";"US";"riam ";"epell";"ndus ";"audan";"ium n";"n con";"63";40569923766;"KA";"G";5305242385;"Reimar Meister MBA.";"Reimar Meister MBA.";" ";"Reimar Meister MBA.";" ";" ";" "
"42049";"89651400363";"2021-01-21";"52";12345678;235260.0;"7944795893";"39347732";"DE54393477327944795893";"YRQZDEVCLCV";"Constanze Kuhl";" ";" ";"2021-01-21";"HIGH ";174;"EUR";235260.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"83";24480074153;"OS";"9";5305242385;"Constanze Kuhl";"Constanze Kuhl";" ";"Constanze Kuhl";" ";" ";" "
"42049";"89651400363";"2021-01-22";"5";12345678;-21049.54;"4566729751";"40756120";"DE67407561204566729751";"PHPEDE75";"Dipl.-Ing. Hans-Günter Herrmann";" ";" ";"2021-01-22";"Culpa";127;"EUR";-21049.54;"EUR";"US";"pa do";"oremq";"e qua";" veni";"m ill";" et n";"21";52971847454;"OS";"1";5305242385;"Dipl.-Ing. Hans-Günter Herrmann";"Dipl.-Ing. Hans-Günter Herrmann";" ";"Dipl.-Ing. Hans-Günter Herrmann";" ";" ";" "
"42049";"89651400363";"2021-01-22";"6";12345678;-5710.44;"9555310057";"10050000";"DE89100500009555310057";"CAVWDE5Q";"Hansjoachim Ring B.A.";" ";" ";"2021-01-22";"Inven";515;"EUR";-5710.44;"EUR";"US";"entor";" quid";"m rem";"quas ";"el. O";"ficia";"81";69153847970;"OS";"1";5305242385;"Hansjoachim Ring B.A.";"Hansjoachim Ring B.A.";" ";"Hansjoachim Ring B.A.";" ";" ";" "
"42049";"89651400363";"2021-01-22";"1";12345678;-351.18;"8560127580";"40523192";"DE34405231928560127580";"LHPADE7M";"Dr. Franco Hänel";" ";" ";"2021-01-22";"Quia ";60;"USD";-351.18;"USD";"US";"a ali";"uam e";"plica";"o per";"picia";"is. D";"50";48444548853;"OS";"3";5305242385;"Dr. Franco Hänel";"Dr. Franco Hänel";" ";"Dr. Franco Hänel";" ";" ";" "
"83692";"75408065216";"2021-01-18";"53";12345678;4438.37;"8999443466";"28334751";"DE92283347518999443466";"WWTPDE2J2HK";"Tatiana Junken";" ";" ";"2021-01-18";"Qui e";413;"EUR";4438.37;"EUR";"CA";" expl";"cabo ";"olore";"repre";"ender";"t vit";"29";20140436427;"KA";"Z";5305242385;"Tatiana Junken";"Tatiana Junken";" ";"Tatiana Junken";" ";" ";" "
"83692";"75408065216";"2021-01-18";"4";12345678;17841.39;"3049312247";"45173787";"DE64451737873049312247";"QTFHDE1E38V";"Heinfried Boucsein";" ";" ";"2021-01-18";"Quia ";309;"EUR";17841.39;"EUR";"US";"a sun";" id e";" iste";" Ex q";"asi e";"us. U";"21";79080168539;"US";"0";5305242385;"Heinfried Boucsein";"Heinfried Boucsein";" ";"Heinfried Boucsein";" ";" ";" "
"83692";"75408065216";"2021-01-19";"50";12345678;459316.0;"9555310057";"10050000";"DE89100500009555310057";"BPPRDEE61YB";"Jens-Uwe Heidrich";" ";" ";"2021-01-19";"HIGH ";68;"EUR";459316.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"36";65393096776;"OS";"2";5305242385;"Jens-Uwe Heidrich";"Jens-Uwe Heidrich";" ";"Jens-Uwe Heidrich";" ";" ";" "
"83692";"75408065216";"2021-01-19";"2";12345678;26046.41;"9555310057";"10050000";"DE89100500009555310057";"ZJGDDEIH";"Beatrice Mans";" ";" ";"2021-01-19";"Dolor";856;"EUR";26046.41;"EUR";"US";"orum ";"d ut ";"ui. E";"im de";"itis ";"ecess";"41";84673695337;"US";"1";5305242385;"Beatrice Mans";"Beatrice Mans";" ";"Beatrice Mans";" ";" ";" "
"83692";"75408065216";"2021-01-20";"5";12345678;-4924.5;"8756844409";"81454125";"DE92814541258756844409";"RCZXDELH";"Alexei Barth";" ";" ";"2021-01-20";"Vero ";170;"EUR";-4924.5;"EUR";"US";"o vol";"ptate";"labor";"m neq";"e off";"ciis ";"74";28457395260;"OS";"0";5305242385;"Alexei Barth";"Alexei Barth";" ";"Alexei Barth";" ";" ";" "
"83692";"75408065216";"2021-01-20";"65";12345678;4269.09;"4676776906";"40497230";"DE44404972304676776906";"KHHRDEEY8PW";"Leander Löwer MBA.";" ";" ";"2021-01-20";"Aperi";929;"EUR";4269.09;"EUR";"US";"riam ";"olest";"ae se";"ui vo";"uptat";" opti";"75";53972854806;"OS";"1";5305242385;"Leander Löwer MBA.";"Leander Löwer MBA.";" ";"Leander Löwer MBA.";" ";" ";" "
"83692";"75408065216";"2021-01-21";"19";12345678;5344.45;"4872433258";"82319333";"DE54823193334872433258";"GOGSDEF1";"Ilonka Jüttner";" ";" ";"2021-01-21";"Aut a";932;"EUR";5344.45;"EUR";"US";" aspe";"iores";"quia ";"nimi ";"ffici";"s. Al";"12";16208278862;"OS";"6";5305242385;"Ilonka Jüttner";"Ilonka Jüttner";" ";"Ilonka Jüttner";" ";" ";" "
"83692";"75408065216";"2021-01-21";"52";12345678;10259.14;"1100317219";"70997468";"DE37709974681100317219";"KGWWDE1Z";"Adam Ortmann";" ";" ";"2021-01-21";"Dolor";492;"EUR";10259.14;"EUR";"US";"oribu";" maxi";"e por";"o cul";"a acc";"santi";"33";22709927132;"KA";"P";5305242385;"Adam Ortmann";"Adam Ortmann";" ";"Adam Ortmann";" ";" ";" "
"83692";"75408065216";"2021-01-22";"4";12345678;124689.0;"2820803666";"46178847";"DE47461788472820803666";"MHRJDECZ";"Dr. Tilmann Beckmann B.Sc.";" ";" ";"2021-01-22";"HIGH ";940;"EUR";124689.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"3";40570160674;"KA";"G";5305242385;"Dr. Tilmann Beckmann B.Sc.";"Dr. Tilmann Beckmann B.Sc.";" ";"Dr. Tilmann Beckmann B.Sc.";" ";" ";" "
"83692";"75408065216";"2021-01-22";"2";12345678;-3347.08;"4156029679";"25929372";"DE88259293724156029679";"SXWYDELETKJ";"Victoria Textor";" ";" ";"2021-01-22";"Rerum";886;"EUR";-3347.08;"EUR";"US";"um ad";"pisci";"illum";"labor";"m ist";". Ver";"75";66276644025;"KA";"G";5305242385;"Victoria Textor";"Victoria Textor";" ";"Victoria Textor";" ";" ";" "
"54934";"78652974020";"2021-01-18";"2";12345678;-24503.39;"9555310057";"10050000";"DE89100500009555310057";"BHHHDEZ1YTY";"Erdmute Pergande B.Sc.";" ";" ";"2021-01-18";"Volup";584;"USD";-24503.39;"USD";"US";"uptat";" rem ";"em pr";"esent";"um ve";"iam a";"81";53800695987;"US";"3";3072436170;"Erdmute Pergande B.Sc.";"Erdmute Pergande B.Sc.";" ";"Erdmute Pergande B.Sc.";" ";" ";" "
"54934";"78652974020";"2021-01-19";"6";12345678;-3030.09;"5413423806";"12971820";"DE15129718205413423806";"WRMODE3X";"Juri Pruschke";" ";" ";"2021-01-19";"Earum";64;"JPY";-3030.09;"JPY";"US";"um ne";"o eaq";"e pos";"imus ";"lacea";" odio";"90";68928125729;"KA";"P";3072436170;"Juri Pruschke";"Juri Pruschke";" ";"Juri Pruschke";" ";" ";" "
"54934";"78652974020";"2021-01-20";"53";12345678;203908.0;"6273457566";"37452123";"DE74374521236273457566";"VZPTDER4KW8";"Konstantin Gnatz MBA.";" ";" ";"2021-01-20";"HIGH ";508;"EUR";203908.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"86";29974454623;"OS";"0";3072436170;"Konstantin Gnatz MBA.";"Konstantin Gnatz MBA.";" ";"Konstantin Gnatz MBA.";" ";" ";" "
"54934";"78652974020";"2021-01-21";"32";12345678;9120.55;"6445431034";"88777033";"DE70887770336445431034";"VGEUDEZL";"Trudel Heintze-Ebert";" ";" ";"2021-01-21";"Dicta";175;"EUR";9120.55;"EUR";"US";"ta is";"e vol";"ptate";" Tene";"ur qu";"si qu";"25";27951279843;"OS";"1";3072436170;"Trudel Heintze-Ebert";"Trudel Heintze-Ebert";" ";"Trudel Heintze-Ebert";" ";" ";" "
"54934";"78652974020";"2021-01-22";"2";12345678;-3863.35;"9555310057";"10050000";"DE89100500009555310057";"HKAIDEL8GF6";"Prof. Hans-Bernd Reinhardt B.A.";" ";" ";"2021-01-22";"Fugia";555;"EUR";-3863.35;"EUR";"US";"iat e";"ercit";"tione";" illu";" impe";"it. P";"73";95146581178;"US";"9";3072436170;"Prof. Hans-Bernd Reinhardt B.A.";"Prof. Hans-Bernd Reinhardt B.A.";" ";"Prof. Hans-Bernd Reinhardt B.A.";" ";" ";" "
"52801";"52179952193";"2021-01-18";"1";12345678;-8418.61;"8764265069";"67428978";"DE35674289788764265069";"ABXQDEMPWXO";"Gaetano Holzapfel";" ";" ";"2021-01-18";"Provi";266;"EUR";-8418.61;"EUR";"HN";"viden";" id n";"cessi";"atibu";" dist";"nctio";"91";50991562103;"OS";"0";4848778249;"Gaetano Holzapfel";"Gaetano Holzapfel";" ";"Gaetano Holzapfel";" ";" ";" "
"52801";"52179952193";"2021-01-18";"65";12345678;12692.17;"1536389865";"83272070";"DE67832720701536389865";"YEBADEQG06P";"Gottlob Eimer";" ";" ";"2021-01-18";"Quia ";445;"GBP";12692.17;"GBP";"KG";"a neq";"e pra";"senti";"m. Ex";"licab";" atqu";"42";61285882052;"OS";"0";4848778249;"Gottlob Eimer";"Gottlob Eimer";" ";"Gottlob Eimer";" ";" ";" "
"52801";"52179952193";"2021-01-19";"51";12345678;-4498.94;"4359112178";"31041464";"DE88310414644359112178";"JCQMDEIR";"Egon Wagenknecht";" ";" ";"2021-01-19";"Eius ";598;"GBP";-4498.94;"GBP";"US";"s rer";"m lib";"ro in";"idunt";"totam";"place";"77";58471886536;"US";"9";4848778249;"Egon Wagenknecht";"Egon Wagenknecht";" ";"Egon Wagenknecht";" ";" ";" "
"52801";"52179952193";"2021-01-19";"1";12345678;1972.56;"4667506441";"88262156";"DE27882621564667506441";"FLJYDEM4139";"Bekir Hänel B.A.";" ";" ";"2021-01-19";"Nihil";864;"EUR";1972.56;"EUR";"US";"il il";"o deb";"tis q";"o odi";" sapi";"nte a";"53";65837875842;"KA";"P";4848778249;"Bekir Hänel B.A.";"Bekir Hänel B.A.";" ";"Bekir Hänel B.A.";" ";" ";" "
"52801";"52179952193";"2021-01-20";"5";12345678;-17898.29;"1461802279";"84046315";"DE44840463151461802279";"MPTBDEK3";"Anastasios Oderwald";" ";" ";"2021-01-20";"Quisq";970;"GBP";-17898.29;"GBP";"YE";"squam";"asper";"atur ";"tque ";"elect";"s mai";"60";50373389187;"KA";"Z";4848778249;"Anastasios Oderwald";"Anastasios Oderwald";" ";"Anastasios Oderwald";" ";" ";" "
"52801";"52179952193";"2021-01-20";"65";12345678;5156.9;"9260371720";"66083914";"DE93660839149260371720";"BJCUDEN14N7";"Irmingard Drewes";" ";" ";"2021-01-20";"Volup";636;"EUR";5156.9;"EUR";"US";"uptat";"m fug";" amet";"illo ";"met p";"aesen";"52";53781865747;"OS";"9";4848778249;"Irmingard Drewes";"Irmingard Drewes";" ";"Irmingard Drewes";" ";" ";" "
"52801";"52179952193";"2021-01-21";"53";12345678;4210.05;"8426589213";"53060389";"DE50530603898426589213";"WHQADE6ZPSG";"Diether Radisch";" ";" ";"2021-01-21";"Eos a";896;"EUR";4210.05;"EUR";"US";" accu";"amus ";"spern";"tur f";"git v";"lupta";"18";76383611790;"OS";"3";4848778249;"Diether Radisch";"Diether Radisch";" ";"Diether Radisch";" ";" ";" "
"52801";"52179952193";"2021-01-21";"52";12345678;-4068.42;"9555310057";"10050000";"DE89100500009555310057";"XQSYDEEFQJ4";"Univ.Prof. Sabine Müller";" ";" ";"2021-01-21";"Iste ";996;"EUR";-4068.42;"EUR";"ER";"e bla";"ditii";" ipsa";" temp";"re od";"o lab";"15";38278699781;"KA";"P";4848778249;"Univ.Prof. Sabine Müller";"Univ.Prof. Sabine Müller";" ";"Univ.Prof. Sabine Müller";" ";" ";" "
"52801";"52179952193";"2021-01-22";"1";12345678;-24844.57;"9555310057";"10050000";"DE89100500009555310057";"JDTWDE35";"Orhan Kostolzin";" ";" ";"2021-01-22";"Sapie";610;"EUR";-24844.57;"EUR";"US";"iente";"digni";"simos";"numqu";"m tot";"m. En";"73";38011047678;"OS";"6";4848778249;"Orhan Kostolzin";"Orhan Kostolzin";" ";"Orhan Kostolzin";" ";" ";" "
"52801";"52179952193";"2021-01-22";"1";12345678;7260.86;"7049659333";"37526116";"DE31375261167049659333";"YUHMDEHF";"Hülya Eimer";" ";" ";"2021-01-22";"Minim";82;"EUR";7260.86;"EUR";"US";"ima s";"qui e";"s inv";"ntore";"modi.";"Volup";"90";73333001577;"KA";"G";4848778249;"Hülya Eimer";"Hülya Eimer";" ";"Hülya Eimer";" ";" ";" "
"02867";"61828585926";"2021-01-18";"62";12345678;11928.17;"6807344487";"19842196";"DE71198421966807344487";"HMYBDEEO";"Maren Zorbach-Lübs";" ";" ";"2021-01-18";"Volup";552;"EUR";11928.17;"EUR";"US";"uptas";"moles";"iae c";"mque ";"ucimu";". Qua";"50";42487816662;"KA";"P";8845505006;"Maren Zorbach-Lübs";"Maren Zorbach-Lübs";" ";"Maren Zorbach-Lübs";" ";" ";" "
"02867";"61828585926";"2021-01-18";"2";12345678;3091.44;"3431088486";"89974398";"DE64899743983431088486";"UQGODEJE";"Hülya Adler-Eckbauer";" ";" ";"2021-01-18";"Commo";872;"GBP";3091.44;"GBP";"US";"modi ";"d ips";" dolo";". Quo";"beata";" nemo";"42";42205007158;"KA";"Z";8845505006;"Hülya Adler-Eckbauer";"Hülya Adler-Eckbauer";" ";"Hülya Adler-Eckbauer";" ";" ";" "
"02867";"61828585926";"2021-01-19";"2";12345678;-6280.74;"3992492866";"05804426";"DE63058044263992492866";"GFBRDEK1";"Hugo Börner";" ";" ";"2021-01-19";"Nisi ";341;"EUR";-6280.74;"EUR";"US";"i et ";"xerci";"ation";"m dol";"remqu";" laud";"30";89466780794;"KA";"P";8845505006;"Hugo Börner";"Hugo Börner";" ";"Hugo Börner";" ";" ";" "
"02867";"61828585926";"2021-01-19";"51";12345678;-5367.45;"0079930866";"57067236";"DE33570672360079930866";"DSKHDEIOYXJ";"Leonid Hamann";" ";" ";"2021-01-19";"Error";69;"JPY";-5367.45;"JPY";"US";"or ne";"ue ma";"ni om";"is ea";"ue do";"ores.";"67";19343100138;"OS";"3";8845505006;"Leonid Hamann";"Leonid Hamann";" ";"Leonid Hamann";" ";" ";" "
"02867";"61828585926";"2021-01-20";"61";12345678;-8825.98;"5245593971";"26843697";"DE66268436975245593971";"JBMBDEWE0PZ";"Univ.Prof. Dariusz Schuster MBA.";" ";" ";"2021-01-20";"Deser";894;"GBP";-8825.98;"GBP";"US";"erunt";"quod ";"olupt";"tem q";"as di";"ta. N";"60";14859044627;"US";"0";8845505006;"Univ.Prof. Dariusz Schuster MBA.";"Univ.Prof. Dariusz Schuster MBA.";" ";"Univ.Prof. Dariusz Schuster MBA.";" ";" ";" "
"02867";"61828585926";"2021-01-20";"5";12345678;19370.27;"0247884686";"88904095";"DE40889040950247884686";"EEELDEIE";"Ing. Madeleine Gude";" ";" ";"2021-01-20";"Labor";882;"EUR";19370.27;"EUR";"US";"ore a";" quid";"m lau";"antiu";" recu";"andae";"37";49759968078;"OS";"2";8845505006;"Ing. Madeleine Gude";"Ing. Madeleine Gude";" ";"Ing. Madeleine Gude";" ";" ";" "
"02867";"61828585926";"2021-01-21";"52";12345678;-1564.03;"2292639170";"60608025";"DE61606080252292639170";"KYMFDEEUOGK";"Sigrid Becker B.Eng.";" ";" ";"2021-01-21";"Molli";110;"EUR";-1564.03;"EUR";"US";"litia";"itaqu";" offi";"ia. D";"lorem";"ut re";"88";24165566671;"US";"1";8845505006;"Sigrid Becker B.Eng.";"Sigrid Becker B.Eng.";" ";"Sigrid Becker B.Eng.";" ";" ";" "
"02867";"61828585926";"2021-01-21";"1";12345678;-2971.84;"9555310057";"10050000";"DE89100500009555310057";"QYJJDE33";"Hildburg Wieloch B.A.";" ";" ";"2021-01-21";"Odio ";974;"EUR";-2971.84;"EUR";"US";"o eiu";" vita";" veni";"m acc";"samus";"cumqu";"67";79876228629;"KA";"G";8845505006;"Hildburg Wieloch B.A.";"Hildburg Wieloch B.A.";" ";"Hildburg Wieloch B.A.";" ";" ";" "
"02867";"61828585926";"2021-01-22";"32";12345678;-5828.35;"9555310057";"10050000";"DE89100500009555310057";"ENPJDE49";"Geert Kruschwitz";" ";" ";"2021-01-22";"Paria";925;"EUR";-5828.35;"EUR";"US";"iatur";"provi";"ent r";"pelle";"dus v";"lupta";"64";14025693530;"OS";"3";8845505006;"Geert Kruschwitz";"Geert Kruschwitz";" ";"Geert Kruschwitz";" ";" ";" "
"02867";"61828585926";"2021-01-22";"65";12345678;-11270.88;"1771561255";"94446952";"DE95944469521771561255";"YAPTDEYV1VF";"Rena Trapp";" ";" ";"2021-01-22";"Dolor";845;"EUR";-11270.88;"EUR";"US";"ore i";"cidun";" fugi";"t. Do";"orum ";"eseru";"21";72902080196;"OS";"9";8845505006;"Rena Trapp";"Rena Trapp";" ";"Rena Trapp";" ";" ";" "
"51017";"22332520376";"2021-01-18";"5";12345678;-903.38;"9555310057";"10050000";"DE89100500009555310057";"EEWBDEKG";"Grazyna Täsche-Heß";" ";" ";"2021-01-18";"Facer";61;"EUR";-903.38;"EUR";"US";"ere f";"giat ";"uidem";"aliqu";"m nam";" Eum ";"84";36888674944;"OS";"3";3498297151;"Grazyna Täsche-Heß";"Grazyna Täsche-Heß";" ";"Grazyna Täsche-Heß";" ";" ";" "
"51017";"22332520376";"2021-01-18";"2";12345678;1810.87;"6558710585";"83608153";"DE50836081536558710585";"LREHDENR";"Ing. Frieder Schlosser";" ";" ";"2021-01-18";"Place";599;"EUR";1810.87;"EUR";"US";"ceat ";"otam ";"erita";"is mi";"ima e";"igend";"97";49710038394;"OS";"2";3498297151;"Ing. Frieder Schlosser";"Ing. Frieder Schlosser";" ";"Ing. Frieder Schlosser";" ";" ";" "
"51017";"22332520376";"2021-01-19";"65";12345678;10525.17;"3565100477";"74619976";"DE51746199763565100477";"IFMRDEO0";"Frithjof Weimer MBA.";" ";" ";"2021-01-19";"Aut d";799;"EUR";10525.17;"EUR";"US";" debi";"is do";"ore c";"nsequ";"ntur.";"Tenet";"71";97880379857;"OS";"0";3498297151;"Frithjof Weimer MBA.";"Frithjof Weimer MBA.";" ";"Frithjof Weimer MBA.";" ";" ";" "
"51017";"22332520376";"2021-01-19";"62";12345678;11234.26;"2934075212";"26890322";"DE20268903222934075212";"WNOCDEL4";"Anatol Walter";" ";" ";"2021-01-19";"Totam";871;"EUR";11234.26;"EUR";"US";"am la";"orios";"m vol";"ptas.";"Cupid";"tate ";"26";84731210493;"US";"2";3498297151;"Anatol Walter";"Anatol Walter";" ";"Anatol Walter";" ";" ";" "
"51017";"22332520376";"2021-01-20";"4";12345678;-903.45;"9555310057";"10050000";"DE89100500009555310057";"POEIDENC";"Wiebke Seifert B.A.";" ";" ";"2021-01-20";"Ratio";10;"JPY";-903.45;"JPY";"US";"ione ";"elect";"s rep";"llat.";"Eum v";"lupta";"8";80169710231;"OS";"1";3498297151;"Wiebke Seifert B.A.";"Wiebke Seifert B.A.";" ";"Wiebke Seifert B.A.";" ";" ";" "
"51017";"22332520376";"2021-01-20";"4";12345678;-24388.22;"9555310057";"10050000";"DE89100500009555310057";"WELRDEWY";"Cathrin Tlustek";" ";" ";"2021-01-20";"Provi";75;"EUR";-24388.22;"EUR";"US";"viden";" in l";"borio";"am. U";" quia";"praes";"47";70978143095;"OS";"3";3498297151;"Cathrin Tlustek";"Cathrin Tlustek";" ";"Cathrin Tlustek";" ";" ";" "
"51017";"22332520376";"2021-01-21";"50";12345678;4940.38;"6085052173";"46527967";"DE09465279676085052173";"ZOYZDEL6CN4";"Karl-Werner Eigenwillig";" ";" ";"2021-01-21";"Hic q";605;"EUR";4940.38;"EUR";"US";" quos";"asper";"atur ";"orpor";"s nec";"ssita";"34";43323450716;"OS";"0";3498297151;"Karl-Werner Eigenwillig";"Karl-Werner Eigenwillig";" ";"Karl-Werner Eigenwillig";" ";" ";" "
"51017";"22332520376";"2021-01-21";"6";12345678;2628.74;"9224519971";"69464286";"DE61694642869224519971";"OLJWDEDUSD9";"Aleksandar Ziegert";" ";" ";"2021-01-21";"Labor";738;"EUR";2628.74;"EUR";"US";"ore q";"is fa";"ilis.";"Quod ";"ui au";"em ve";"79";19716143875;"OS";"1";3498297151;"Aleksandar Ziegert";"Aleksandar Ziegert";" ";"Aleksandar Ziegert";" ";" ";" "
"51017";"22332520376";"2021-01-22";"6";12345678;-949.25;"8516628663";"37803737";"DE65378037378516628663";"KAQCDELXUJP";"William Winkler-Juncken";" ";" ";"2021-01-22";"Sapie";751;"EUR";-949.25;"EUR";"US";"iente";"persp";"ciati";" dolo";"em ei";"s bea";"29";70608559342;"KA";"Z";3498297151;"William Winkler-Juncken";"William Winkler-Juncken";" ";"William Winkler-Juncken";" ";" ";" "
"51017";"22332520376";"2021-01-22";"1";12345678;-12285.39;"6014197471";"22316691";"DE48223166916014197471";"PMTUDEXP";"Erdmute Hauffer-Patberg";" ";" ";"2021-01-22";"Paria";697;"EUR";-12285.39;"EUR";"US";"iatur";"eveni";"t aut";"beata";" quo.";"Tempo";"27";64583798555;"US";"0";3498297151;"Erdmute Hauffer-Patberg";"Erdmute Hauffer-Patberg";" ";"Erdmute Hauffer-Patberg";" ";" ";" "
"92095";"65618560671";"2021-01-18";"1";12345678;12782.27;"7972572283";"93885428";"DE18938854287972572283";"BXFHDEVFK72";"Ing. Benita Pohl B.Sc.";" ";" ";"2021-01-18";"Quas ";769;"EUR";12782.27;"EUR";"US";"s rep";"diand";"e cor";"upti ";"sse p";"rspic";"22";61218916755;"KA";"G";3498297151;"Ing. Benita Pohl B.Sc.";"Ing. Benita Pohl B.Sc.";" ";"Ing. Benita Pohl B.Sc.";" ";" ";" "
"92095";"65618560671";"2021-01-18";"53";12345678;9916.53;"9023053232";"28445864";"DE71284458649023053232";"VICCDE7S";"Dr. Hans-J. Thanel";" ";" ";"2021-01-18";"Nihil";531;"EUR";9916.53;"EUR";"TT";"il pr";"viden";" temp";"ra na";"us. D";"cimus";"53";32870575929;"OS";"0";3498297151;"Dr. Hans-J. Thanel";"Dr. Hans-J. Thanel";" ";"Dr. Hans-J. Thanel";" ";" ";" "
"92095";"65618560671";"2021-01-18";"61";12345678;-14364.23;"1735310253";"23791197";"DE47237911971735310253";"YOFYDEWP";"Inna Junck";" ";" ";"2021-01-18";"Liber";462;"EUR";-14364.23;"EUR";"GR";"ero m";"gni c";"rpori";" reru";". Con";"equat";"40";10962739926;"OS";"6";3498297151;"Inna Junck";"Inna Junck";" ";"Inna Junck";" ";" ";" "
"92095";"65618560671";"2021-01-19";"62";12345678;14064.6;"1578456465";"42375800";"DE79423758001578456465";"TMRVDEFUNHH";"Almuth Wernecke";" ";" ";"2021-01-19";"Neces";951;"EUR";14064.6;"EUR";"US";"essit";"tibus";"ullam";"moles";"ias v";"l qua";"69";81286409695;"US";"4";3498297151;"Almuth Wernecke";"Almuth Wernecke";" ";"Almuth Wernecke";" ";" ";" "
"92095";"65618560671";"2021-01-19";"2";12345678;33593.56;"8945718641";"03130513";"DE97031305138945718641";"TAWCDE7YGS8";"Jochen Schmiedecke";" ";" ";"2021-01-19";"Sunt ";337;"EUR";33593.56;"EUR";"OM";"t err";"r rep";"llat ";"ius r";"tione";"ipsam";"95";48289385509;"KA";"G";3498297151;"Jochen Schmiedecke";"Jochen Schmiedecke";" ";"Jochen Schmiedecke";" ";" ";" "
"92095";"65618560671";"2021-01-19";"52";12345678;-8136.63;"4924520607";"30500901";"DE72305009014924520607";"FYTRDETP";"Prof. Gerwin Röhrdanz";" ";" ";"2021-01-19";"Delec";756;"EUR";-8136.63;"EUR";"US";"ectus";"rem n";"m cup";"ditat";" est.";"Odit ";"86";36537932812;"OS";"0";3498297151;"Prof. Gerwin Röhrdanz";"Prof. Gerwin Röhrdanz";" ";"Prof. Gerwin Röhrdanz";" ";" ";" "
"92095";"65618560671";"2021-01-20";"3";12345678;-23098.84;"1573752277";"95694903";"DE55956949031573752277";"BNHLDEGSSRC";"Rosalia Hölzenbecher";" ";" ";"2021-01-20";"Neces";391;"GBP";-23098.84;"GBP";"US";"essit";"tibus";"numqu";"m fug";"t inc";"dunt ";"61";40218905450;"KA";"P";3498297151;"Rosalia Hölzenbecher";"Rosalia Hölzenbecher";" ";"Rosalia Hölzenbecher";" ";" ";" "
"92095";"65618560671";"2021-01-20";"4";12345678;13846.96;"0734841411";"81608008";"DE28816080080734841411";"WZBQDE7OO4A";"Alicia Segebahn";" ";" ";"2021-01-20";"Iure ";129;"EUR";13846.96;"EUR";"US";"e ips";"m ali";"s inv";"ntore";"iusto";"incid";"96";22431785932;"KA";"P";3498297151;"Alicia Segebahn";"Alicia Segebahn";" ";"Alicia Segebahn";" ";" ";" "
"92095";"65618560671";"2021-01-20";"3";12345678;-2748.88;"9555310057";"10050000";"DE89100500009555310057";"UFOKDEULDY6";"Ricarda Rose";" ";" ";"2021-01-20";"Magna";179;"EUR";-2748.88;"EUR";"US";"nam v";"lupta";" repr";"hende";"it li";"ero n";"30";76799573755;"OS";"6";3498297151;"Ricarda Rose";"Ricarda Rose";" ";"Ricarda Rose";" ";" ";" "
"92095";"65618560671";"2021-01-21";"3";12345678;2688.97;"7975711592";"97140187";"DE47971401877975711592";"VWRIDEDJN9R";"Vesna Hermighausen";" ";" ";"2021-01-21";"Exerc";256;"EUR";2688.97;"EUR";"US";"rcita";"ionem";"id ve";" numq";"am.";"";"36";77569832481;"KA";"G";3498297151;"Vesna Hermighausen";"Vesna Hermighausen";" ";"Vesna Hermighausen";" ";" ";" "
"92095";"65618560671";"2021-01-21";"61";12345678;3033.36;"6820176254";"53117261";"DE51531172616820176254";"XIPIDEP5";"Herr Rudolph Thanel B.Eng.";" ";" ";"2021-01-21";"Incid";470;"EUR";3033.36;"EUR";"US";"idunt";"possi";"us de";"eniti";"error";" Fugi";"38";82999442235;"OS";"9";3498297151;"Herr Rudolph Thanel B.Eng.";"Herr Rudolph Thanel B.Eng.";" ";"Herr Rudolph Thanel B.Eng.";" ";" ";" "
"92095";"65618560671";"2021-01-21";"1";12345678;669619.0;"2052550010";"49736938";"DE88497369382052550010";"PYECDEU8BB4";"Ernst-August Förster";" ";" ";"2021-01-21";"HIGH ";374;"EUR";669619.0;"EUR";"US";"H VOL";"ME";"";"";"";"";"5";82494242561;"OS";"3";3498297151;"Ernst-August Förster";"Ernst-August Förster";" ";"Ernst-August Förster";" ";" ";" "
